#non-spin-polarized calculation
#bias =  0.000000 V    efermi =  -0.169473978346 H
#   E [Hartree]       E-EF [eV]       T(E) per spin
  -0.3505000000     -4.92596859      0.6594407684E-01
  -0.3504000000     -4.92324745      0.6586053952E-01
  -0.3503000000     -4.92052631      0.6574756576E-01
  -0.3502000000     -4.91780517      0.6560514318E-01
  -0.3501000000     -4.91508404      0.6543334850E-01
  -0.3500000000     -4.91236290      0.6523234850E-01
  -0.3499000000     -4.90964176      0.6500240052E-01
  -0.3498000000     -4.90692062      0.6474385232E-01
  -0.3497000000     -4.90419948      0.6445714136E-01
  -0.3496000000     -4.90147834      0.6414279352E-01
  -0.3495000000     -4.89875721      0.6380142125E-01
  -0.3494000000     -4.89603607      0.6343372112E-01
  -0.3493000000     -4.89331493      0.6304047086E-01
  -0.3492000000     -4.89059379      0.6262252592E-01
  -0.3491000000     -4.88787265      0.6218081547E-01
  -0.3490000000     -4.88515151      0.6171633807E-01
  -0.3489000000     -4.88243037      0.6123015688E-01
  -0.3488000000     -4.87970924      0.6072339453E-01
  -0.3487000000     -4.87698810      0.6019722772E-01
  -0.3486000000     -4.87426696      0.5965288160E-01
  -0.3485000000     -4.87154582      0.5909162392E-01
  -0.3484000000     -4.86882468      0.5851475909E-01
  -0.3483000000     -4.86610354      0.5792362214E-01
  -0.3482000000     -4.86338241      0.5731957275E-01
  -0.3481000000     -4.86066127      0.5670398919E-01
  -0.3480000000     -4.85794013      0.5607826245E-01
  -0.3479000000     -4.85521899      0.5544379049E-01
  -0.3478000000     -4.85249785      0.5480197264E-01
  -0.3477000000     -4.84977671      0.5415420429E-01
  -0.3476000000     -4.84705558      0.5350187174E-01
